"year","min","id"
"1986",2.21476510067114,"112"
"1987",0.963081861958267,"112"
"1988",3.5,"112"
"1989",3.08,"112"
"1990",1.97215189873418,"112"
"1991",2.80666666666667,"112"
"1992",1.87142857142857,"112"
"1993",1.6547619047619,"112"
"1994",4.51136363636364,"112"
"1995",2.17948717948718,"112"
"1996",7.61538461538461,"112"
"1997",0.827586206896552,"112"
"1998",0.983606557377049,"112"
"1999",1.31506849315068,"112"
"2000",2.74534161490683,"112"
"2001",0.841514726507714,"112"
"2002",2.68181818181818,"112"
"2003",1.44,"112"
"2004",3.54285714285714,"112"
"2005",1.56818181818182,"112"
"2006",2.90666666666667,"112"
"2007",9.7,"112"
"2008",1.90322580645161,"112"
"2009",2.47826086956522,"112"
"2010",0.923076923076923,"112"
"2011",0.916030534351145,"112"
"2012",1.31283422459893,"112"
"2013",1.3121387283237,"112"
"2014",6.9625,"112"
"2015",26.7067669172932,"112"
"2016",3.16935483870968,"112"
"2017",1.06513409961686,"112"
"2018",1.97804391217565,"112"
"2019",11,"112"
"2020",2.8875,"112"
"2021",5.96039603960396,"112"
"2022",0.721153846153846,"112"
